nr,TL,TW,Sex,fecundity,Location,Introduction,age,0,1,2,3,4,5,6,7,8
8,133,36.1,3,2,Saarnaki,2016,1,NA,87.61693456591767,NA,NA,NA,NA,NA,NA,NA
23,102,15,3,2,Saarnaki,2016,1,NA,61.1140407251914,NA,NA,NA,NA,NA,NA,NA
24,94,12.7,3,2,Saarnaki,2016,1,NA,58.23977212007738,NA,NA,NA,NA,NA,NA,NA
25,105,16.8,3,2,Saarnaki,2016,1,NA,58.50977070449936,NA,NA,NA,NA,NA,NA,NA
36,98,13.4,3,2,Saarnaki,2016,1,NA,58.6181495668698,NA,NA,NA,NA,NA,NA,NA
38,110,23,3,2,Saarnaki,2016,1,NA,71.80752147901396,NA,NA,NA,NA,NA,NA,NA
44,73,4.6,3,2,Saarnaki,2016,1,NA,41.851240238642085,NA,NA,NA,NA,NA,NA,NA
1,115,22.4,0,3,Saarnaki,2016,2,NA,32.12224629438834,95.32921221725412,NA,NA,NA,NA,NA,NA
12,143,42.6,0,6,Saarnaki,2016,2,NA,47.4035795551002,125.07778376946105,NA,NA,NA,NA,NA,NA
14,126,32.5,0,6,Saarnaki,2016,2,NA,49.27897809163618,111.19413338226371,NA,NA,NA,NA,NA,NA
16,136,38.80000000000001,0,6,Saarnaki,2016,2,NA,49.1478967842346,116.856802228975,NA,NA,NA,NA,NA,NA
18,152,62.8,0,3,Saarnaki,2016,2,NA,58.786696639546726,134.2748158198064,NA,NA,NA,NA,NA,NA
19,127,29.2,0,6,Saarnaki,2016,2,NA,37.77624415029124,101.29145930545467,NA,NA,NA,NA,NA,NA
20,141,45.8,0,3,Saarnaki,2016,2,NA,61.41243670582822,123.97721480661322,NA,NA,NA,NA,NA,NA
22,122,32.30000000000001,0,3,Saarnaki,2016,2,NA,36.4399993808828,100.66711719037706,NA,NA,NA,NA,NA,NA
26,117,24.3,0,4,Saarnaki,2016,2,NA,23.619919236249117,94.38395629753332,NA,NA,NA,NA,NA,NA
29,154,64.2,0,3,Saarnaki,2016,2,NA,53.01992966728485,132.67274640839116,NA,NA,NA,NA,NA,NA
40,142,43.4,0,4,Saarnaki,2016,2,NA,63.11644252970512,125.57102807339375,NA,NA,NA,NA,NA,NA
2,124,30.7,1,4,Saarnaki,2016,2,NA,41.50269838656027,112.82683710316626,NA,NA,NA,NA,NA,NA
7,118,24.9,1,4,Saarnaki,2016,2,NA,50.690844610779386,92.2402819248259,NA,NA,NA,NA,NA,NA
9,144,49.2,1,3,Saarnaki,2016,2,NA,51.197463744627164,121.86535191621998,NA,NA,NA,NA,NA,NA
11,165,74.7,1,4,Saarnaki,2016,2,NA,50.98066134470803,137.7769983012022,NA,NA,NA,NA,NA,NA
15,160,74.1,1,3,Saarnaki,2016,2,NA,46.50434166403286,133.33458260696764,NA,NA,NA,NA,NA,NA
17,152,71.8,1,3,Saarnaki,2016,2,NA,57.99862343412171,117.59885561874152,NA,NA,NA,NA,NA,NA
21,138,44.7,1,3,Saarnaki,2016,2,NA,40.842204021981644,113.77750142008294,NA,NA,NA,NA,NA,NA
31,178,89.6,1,2,Saarnaki,2016,2,NA,71.15830667851515,166.13565575576453,NA,NA,NA,NA,NA,NA
32,156,67.9,1,2,Saarnaki,2016,2,NA,46.883178143922706,129.05082169225147,NA,NA,NA,NA,NA,NA
33,156,60.3,1,3,Saarnaki,2016,2,NA,68.39048863973876,132.8148298019155,NA,NA,NA,NA,NA,NA
39,181,97.5,1,3,Saarnaki,2016,2,NA,59.87735491129203,148.75548591738593,NA,NA,NA,NA,NA,NA
46,165,70.6,1,3,Saarnaki,2016,2,NA,51.69157017052633,129.15117835296135,NA,NA,NA,NA,NA,NA
47,168,87.2,1,3,Saarnaki,2016,2,NA,61.206191174369614,133.21514467458064,NA,NA,NA,NA,NA,NA
49,157,66,1,2,Saarnaki,2016,2,NA,51.43233525913499,124.35148261203106,NA,NA,NA,NA,NA,NA
51,152,53.5,1,3,Saarnaki,2016,2,NA,51.403493136416294,114.84727621094429,NA,NA,NA,NA,NA,NA
52,158,58.5,1,2,Saarnaki,2016,2,NA,52.770224135045,118.9726320670988,NA,NA,NA,NA,NA,NA
53,152,60.5,1,3,Saarnaki,2016,2,NA,55.247453183786405,128.69626531779986,NA,NA,NA,NA,NA,NA
54,155,57.8,1,3,Saarnaki,2016,2,NA,39.025270721782995,113.16486930347024,NA,NA,NA,NA,NA,NA
57,156,77,1,3,Saarnaki,2016,2,NA,60.02823299683607,123.3300487362349,NA,NA,NA,NA,NA,NA
3,122,29.9,3,2,Saarnaki,2016,2,NA,28.869489287888673,92.20753524393645,NA,NA,NA,NA,NA,NA
28,171,75.7,3,2,Saarnaki,2016,2,NA,53.15385639729253,154.63336190527136,NA,NA,NA,NA,NA,NA
30,162,74.4,3,2,Saarnaki,2016,2,NA,60.39144951632642,148.54311335674814,NA,NA,NA,NA,NA,NA
59,162,77.9,1,3,Saarnaki,2016,3,NA,94.45886592764529,145.35299415491076,NA,NA,NA,NA,NA,NA
38,29,NA,3,2,Tallinna laht,2005,0,29,NA,NA,NA,NA,NA,NA,NA,NA
40,33,NA,3,2,Tallinna laht,2005,0,33,NA,NA,NA,NA,NA,NA,NA,NA
42,39,4.6,3,2,Tallinna laht,2005,0,39,NA,NA,NA,NA,NA,NA,NA,NA
48,46,NA,3,2,Tallinna laht,2005,0,46,NA,NA,NA,NA,NA,NA,NA,NA
37,28,NA,3,2,Tallinna laht,2005,1,NA,11.78851648548098,NA,NA,NA,NA,NA,NA,NA
53,53,NA,3,2,Tallinna laht,2005,1,NA,22.116488494085544,NA,NA,NA,NA,NA,NA,NA
54,56,2.4,3,2,Tallinna laht,2005,1,NA,32.45117594159012,NA,NA,NA,NA,NA,NA,NA
61,66,4.2,3,2,Tallinna laht,2005,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,45,NA,3,2,Tallinna laht,2005,2,NA,13.832613190769635,30.727691277673525,NA,NA,NA,NA,NA,NA
60,68,5.2,3,2,Tallinna laht,2005,2,NA,18.4686172955752,13.875295045338394,NA,NA,NA,NA,NA,NA
15,164,68.2,0,4,Tallinna laht,2005,3,NA,67.30987841225159,143.28152339659908,161.62953250301004,NA,NA,NA,NA,NA
29,116,19.8,0,4,Tallinna laht,2005,3,NA,46.903270476313565,83.42794484548207,102.30900715320143,NA,NA,NA,NA,NA
59,89,9.1,3,2,Tallinna laht,2005,3,NA,27.145891351841364,51.93845897431227,77.24579243757734,NA,NA,NA,NA,NA
36,96,11.5,0,3,Tallinna laht,2005,4,NA,24.22015379517746,59.070665136538494,84.96235469720163,96,NA,NA,NA,NA
6,174,69.8,1,3,Tallinna laht,2005,4,NA,43.41302328701611,92.88997163578968,137.94838066205963,173.99999999999997,NA,NA,NA,NA
26,153,50.3,1,3,Tallinna laht,2005,4,NA,38.80208447760473,91.53882353962693,125.48868398778659,153,NA,NA,NA,NA
31,120,24.4,0,4,Tallinna laht,2005,5,NA,33.04981619791033,66.75683160853559,79.8257947062567,105.18626498186617,120,NA,NA,NA
32,115,22,0,3,Tallinna laht,2005,5,NA,26.79760088891272,68.50001367642187,90.83016068838353,105.7524093068598,115,NA,NA,NA
2,176,93.3,1,4,Tallinna laht,2005,5,NA,51.12582406033947,86.49921553974964,114.7559774053894,146.8361797168521,NA,NA,NA,NA
9,165,69.7,1,3,Tallinna laht,2005,5,NA,35.207697078660935,80.85535688527473,110.31593328694849,134.61081232362048,165,NA,NA,NA
11,176,90.7,1,3,Tallinna laht,2005,5,NA,40.10897944100832,95.15330752887084,127.87012354164621,162.3848817946639,172.35773907882728,NA,NA,NA
12,161,67.7,1,3,Tallinna laht,2005,5,NA,29.684046293112843,73.15922626220645,106.6157722268583,131.02111667784894,161,NA,NA,NA
14,146,52.4,1,2,Tallinna laht,2005,5,NA,32.44965919422834,71.45261141111563,111.91814992039153,132.0992945621253,NA,NA,NA,NA
28,181,87.3,1,4,Tallinna laht,2005,5,NA,46.470477206057325,109.59864901124057,148.3480887049278,166.5893799312251,181,NA,NA,NA
8,169,87.7,0,4,Tallinna laht,2005,6,NA,38.73092780912471,78.17156734982316,103.71075004210287,133.51895420929444,NA,NA,NA,NA
10,176,81.3,0,4,Tallinna laht,2005,6,NA,38.3340474620602,77.98548790513213,124.82720148084663,149.4865572889894,NA,NA,NA,NA
13,164,69.8,0,4,Tallinna laht,2005,6,NA,37.61447889106186,83.6532662541998,116.49620262530166,135.56127180578264,NA,NA,NA,NA
19,128,28.3,0,3,Tallinna laht,2005,6,NA,30.43883932107914,70.53609885743408,98.9699581103433,113.99047729703136,120.05645619934768,128.00000000000003,NA,NA
21,173,76.4,0,3,Tallinna laht,2005,6,NA,41.52246481818163,99.47958729413985,134.67944810861607,157.31919305170973,166.13384784512735,173.00000000000003,NA,NA
22,176,82.4,0,4,Tallinna laht,2005,6,NA,32.107253957749506,64.2848341830848,124.12562235071043,147.67328791680336,164.6171801138075,176,NA,NA
24,156,62.7,0,4,Tallinna laht,2005,6,NA,48.60105737441319,113.88736625234144,128.83438510058687,142.8233230056003,150.31417362570423,156,NA,NA
30,145,55.8,0,4,Tallinna laht,2005,6,NA,33.30968672867567,101.26867813654195,115.94235752290747,130.38862864078018,138.8912910701567,145,NA,NA
35,100,12.9,0,4,Tallinna laht,2005,6,NA,17.890232826031124,40.39627213112671,67.67012462178161,88.36665572164526,100,NA,NA,NA
3,185,91,1,4,Tallinna laht,2005,6,NA,40.53809648512003,76.06936558926662,123.94711349277911,144.50757086065204,NA,NA,NA,NA
4,194,111.7,1,4,Tallinna laht,2005,6,NA,32.73434957612802,67.13618470778917,111.67162472519618,137.8584534739324,179.77621891705334,194,NA,NA
25,167,72.6,1,4,Tallinna laht,2005,6,NA,60.902172820265726,98.98498343010722,124.88210729282204,139.7839888226922,160.6644695292169,167,NA,NA
34,133,31.4,1,3,Tallinna laht,2005,6,NA,22.382059016840135,63.91284131264652,93.70563254623629,109.01715545068497,126.59415878487353,133,NA,NA
1,176,91.4,0,3,Tallinna laht,2005,7,NA,31.35967036066237,72.77242261803424,104.28538679963464,136.46612999690356,NA,NA,NA,NA
7,176,92.3,0,4,Tallinna laht,2005,7,NA,36.90040711927677,85.7428490234574,122.3965876194672,145.87437734343686,158.32854536905515,169.35216706740647,173.81210561712112,NA
16,181,87.8,0,4,Tallinna laht,2005,7,NA,37.76595951639094,87.12693831607466,104.75870196112531,116.49725329214957,158.47146714247867,177.79857690972065,181,NA
18,167,72.8,0,3,Tallinna laht,2005,7,NA,45.800971380749075,91.16462066456693,131.68298425988525,154.55495635824525,158.479069218258,163.97282722227584,167,NA
27,176,92.9,0,3,Tallinna laht,2005,7,NA,39.03492173492165,80.86755742362243,120.97432589215894,150.1001433428755,163.83351929273866,174.43310475739816,175.35480784128157,NA
33,147,54.1,0,4,Tallinna laht,2005,7,NA,25.8117134965805,71.79788460177089,107.87957067258037,129.31076239107983,135.7741376712622,140.7067135429803,147,NA
5,176,92.3,0,4,Tallinna laht,2005,8,NA,32.54890875049628,62.84963664165315,123.51789344530351,149.39065123805742,NA,NA,NA,NA
17,189,99.2,0,4,Tallinna laht,2005,8,NA,64.73452834392516,101.88180572797023,136.56671840756118,161.44792709887932,NA,NA,NA,NA
20,174,75.6,0,3,Tallinna laht,2005,8,NA,43.81728569888218,89.37586763833313,132.14931533541244,152.24463365035012,163.60285704574963,168.495630200691,173.21366145724159,174
23,159,70.3,0,4,Tallinna laht,2005,8,NA,30.3164208540749,74.2403851724753,115.31841808808045,131.25629256945655,137.41219117866527,146.77253015979088,153.1814109036246,159.00002839720497
5,102,16.9,1,2,Vilsandi,2013,1,NA,71.79739912597948,NA,NA,NA,NA,NA,NA,NA
9,105,15.7,1,2,Vilsandi,2013,1,NA,66.767857034796,NA,NA,NA,NA,NA,NA,NA
4,102,15.2,3,2,Vilsandi,2013,1,NA,70.35261998982881,NA,NA,NA,NA,NA,NA,NA
8,97,14.2,3,2,Vilsandi,2013,1,NA,63.59728060592047,NA,NA,NA,NA,NA,NA,NA
48,57,2.4,3,2,Vilsandi,2013,1,NA,35.76857026489919,NA,NA,NA,NA,NA,NA,NA
49,48,1.3,3,2,Vilsandi,2013,1,NA,29.200657083687396,NA,NA,NA,NA,NA,NA,NA
50,47,1,3,2,Vilsandi,2013,1,NA,36.28958600499343,NA,NA,NA,NA,NA,NA,NA
51,62,2.6,3,2,Vilsandi,2013,1,NA,34.52591315359937,NA,NA,NA,NA,NA,NA,NA
52,51,1.3,3,2,Vilsandi,2013,1,NA,34.5405740347694,NA,NA,NA,NA,NA,NA,NA
54,58,2.3,3,2,Vilsandi,2013,1,NA,37.32011779032919,NA,NA,NA,NA,NA,NA,NA
58,36,0.5,3,2,Vilsandi,2013,1,NA,23.466089541452984,NA,NA,NA,NA,NA,NA,NA
60,42,0.7,3,2,Vilsandi,2013,1,NA,38.303587035584066,NA,NA,NA,NA,NA,NA,NA
61,43,1.1,3,2,Vilsandi,2013,1,NA,30.211546302177528,NA,NA,NA,NA,NA,NA,NA
2,105,15,0,3,Vilsandi,2013,2,NA,44.059198847572375,91.24066168258112,NA,NA,NA,NA,NA,NA
3,118,23.1,0,4,Vilsandi,2013,2,NA,39.52218806830217,105.77417599593,NA,NA,NA,NA,NA,NA
6,106,19.2,0,4,Vilsandi,2013,2,NA,29.463016135166328,94.15208302167402,NA,NA,NA,NA,NA,NA
7,110,18.1,0,4,Vilsandi,2013,2,NA,46.53405412008415,101.73901438117714,NA,NA,NA,NA,NA,NA
12,126,32.30000000000001,0,3,Vilsandi,2013,2,NA,52.727603108446374,108.71817944157466,NA,NA,NA,NA,NA,NA
15,99,14.9,0,3,Vilsandi,2013,2,NA,34.95867376923507,88.79287517567346,NA,NA,NA,NA,NA,NA
19,121,26.8,0,3,Vilsandi,2013,2,NA,55.38181327710906,112.39511581013821,NA,NA,NA,NA,NA,NA
1,107,17.6,1,2,Vilsandi,2013,2,NA,73.34274875850055,107.45245198070226,NA,NA,NA,NA,NA,NA
13,138,33,1,4,Vilsandi,2013,2,NA,64.09628981980364,132.2635537473612,NA,NA,NA,NA,NA,NA
26,158,62.4,1,2,Vilsandi,2013,2,NA,50.603230101449384,148.47630375390818,NA,NA,NA,NA,NA,NA
36,145,47.1,1,4,Vilsandi,2013,2,NA,80.4175136693356,144.6786278502507,NA,NA,NA,NA,NA,NA
16,119,27.8,3,2,Vilsandi,2013,2,NA,48.23453729694611,107.45263637607894,NA,NA,NA,NA,NA,NA
17,129,32.9,3,2,Vilsandi,2013,2,NA,47.020026586799666,116.44756517779796,NA,NA,NA,NA,NA,NA
18,122,28,3,2,Vilsandi,2013,2,NA,40.47872085758882,108.04500066686096,NA,NA,NA,NA,NA,NA
21,130,29.4,3,2,Vilsandi,2013,2,NA,62.8265933249707,110.88787099310794,NA,NA,NA,NA,NA,NA
22,111,19.7,3,2,Vilsandi,2013,2,NA,30.826533578267277,97.21902589067884,NA,NA,NA,NA,NA,NA
34,145,55.4,3,2,Vilsandi,2013,2,NA,66.93999067397206,135.60875044621318,NA,NA,NA,NA,NA,NA
39,147,52.1,3,2,Vilsandi,2013,2,NA,60.77714923063959,131.45545391056044,NA,NA,NA,NA,NA,NA
20,130,35.2,0,4,Vilsandi,2013,3,NA,38.14203784520313,86.09032973356214,122.6813881020693,NA,NA,NA,NA,NA
25,152,58,0,3,Vilsandi,2013,3,NA,65.35431334542662,132.81061634785144,152,NA,NA,NA,NA,NA
32,157,65.6,0,2,Vilsandi,2013,3,NA,30.70679933375242,88.79598335068694,144.6229509958796,NA,NA,NA,NA,NA
33,165,67.8,0,2,Vilsandi,2013,3,NA,43.15148369924043,102.2906020311982,151.5366106790099,NA,NA,NA,NA,NA
11,177,73.9,1,3,Vilsandi,2013,3,NA,36.70993557485792,115.76174923823139,177,NA,NA,NA,NA,NA
27,175,85.7,1,2,Vilsandi,2013,3,NA,48.99301509382951,123.17139197552869,165.2488959839703,NA,NA,NA,NA,NA
29,202,99.4,1,3,Vilsandi,2013,3,NA,43.91812131689406,130.99651254196928,186.43439301969417,NA,NA,NA,NA,NA
30,196,105.7,1,3,Vilsandi,2013,3,NA,63.15334915502224,145.8933992797207,191.16921269654625,NA,NA,NA,NA,NA
31,182,79.1,1,3,Vilsandi,2013,3,NA,55.35947499269634,130.0323859725591,178.83398687481744,NA,NA,NA,NA,NA
44,204,112.4,1,3,Vilsandi,2013,3,NA,79.80716060836966,154.05735604088198,199.27139332776125,NA,NA,NA,NA,NA
23,165,73.1,3,2,Vilsandi,2013,3,NA,48.35847275737433,112.70367168857364,156.93229436571838,NA,NA,NA,NA,NA
37,155,56.8,3,2,Vilsandi,2013,3,NA,38.80984628972678,98.18341452865913,139.83652153862664,NA,NA,NA,NA,NA
40,167,64.9,3,2,Vilsandi,2013,3,NA,38.58720705831797,111.40698184179521,163.33361802882385,NA,NA,NA,NA,NA
42,180,90.8,3,2,Vilsandi,2013,3,NA,75.57898970598781,144.07251416562673,180,NA,NA,NA,NA,NA
24,179,79.4,0,3,Vilsandi,2013,4,NA,47.29739779162257,94.8836600493801,149.09576208680372,170.9428996296051,NA,NA,NA,NA
35,192,98.1,0,3,Vilsandi,2013,4,NA,58.10164898358633,108.85858296852727,155.79417480945253,188.02729100153596,NA,NA,NA,NA
38,170,74.1,0,4,Vilsandi,2013,4,NA,74.22399591267985,138.53319769291085,158.96589814662212,167.20469419714428,NA,NA,NA,NA
41,161,73.2,0,3,Vilsandi,2013,4,NA,27.8818474681041,81.39836045279063,126.83156215142215,155.53651882116645,NA,NA,NA,NA
43,212,128.3,1,4,Vilsandi,2013,4,NA,40.84558676361767,107.54339642260372,171.2992309522007,212,NA,NA,NA,NA
